32;010300116;1;;CHCA4E1A00009172;;;;;;;;;;;;31;31;0
25;010300117;1;|01210117|01210117|01210117;;;500;537;6;41;500;0;;;41;;;;
32;010300117;1;;CHCA4E1A00009309;;;;;;;;;;;;41;41;0
24;010300118;1;|01200013|01200013|01200013|01200013;;;100;59;8;13;86;1;;13;;0;13;13;0
25;010300119;1;|01210118|01210118|01210118;;;600;646;6;210;599;1;;;210;;;;
32;010300119;1;;EPDA4E2A00020022;;;;;;;;;;;;210;210;0
25;010300120;1;|01210119|01210119|01210119;;;600;600;4;284;599;1;;;284;;;;
32;010300120;1;;ELZA4E2A00015386;;;;;;;;;;;;284;279;5
25;010300121;1;|01210120|01210120|01210120;;;3000;2817;9;284;2998;2;;;284;;;;
32;010300121;1;;CHCA4E1A00009557;;;;;;;;;;;;284;279;5
24;010300122;1;|01200012|01200012|01200012|01200012;;;100;38;6;31;68;1;;31;;1;30;30;0
25;010300123;1;|01210121|01210121|01210121;;;500;125;6;131;499;1;;;131;;;;
32;010300123;1;;CHCA4E1A00012619;;;;;;;;;;;;131;129;2
25;010300124;1;|01210122|01210122|01210122;;;500;591;8;51;499;1;;;51;;;;
32;010300124;1;;CHCA4E1A00010074;;;;;;;;;;;;51;51;0
25;010300125;1;|01210123|01210123|01210123;;;700;716;9;17;699;1;;;17;;;;
32;010300125;1;;ELZA4E2A00015884;;;;;;;;;;;;17;16;1
24;010300126;1;|01200011|01200011|01200011|01200011;;;100;52;7;13;86;1;;13;;0;13;13;0
25;010300127;1;|01210124|01210124|01210124;;;700;769;7;54;699;1;;;54;;;;
32;010300127;1;;EXWA4E2A01021086;;;;;;;;;;;;54;54;0
